PT 2,PT 1,PT 3
75.9,75.9,81.2872958
75.8,75.8,81.17320627
75.7,75.7,81.05937033
75.5,75.5,80.94578722
75.4,75.4,80.83245617
75.3,75.3,80.71937641
75.2,75.2,80.60654718
75.1,75.1,80.49396771
75.0,75.0,80.38163726
74.9,74.9,80.26955507
74.8,74.8,80.15772039
74.7,74.7,80.04613247
74.6,74.6,79.93479057
74.5,74.5,79.82369395
74.4,74.4,79.71284185
74.3,74.3,79.60223356
74.1,74.1,79.49186833
74.0,74.0,79.38174544
73.9,73.9,79.27186416
73.8,73.8,79.16222376
73.7,73.7,79.05282351
73.6,73.6,78.94366271
73.5,73.5,78.83474063
73.4,73.4,78.72605656
73.3,73.3,78.61760979
73.2,73.2,78.50939961
73.1,73.1,78.40142531
73.0,73.0,78.29368618
72.9,72.9,78.18618154
72.8,72.8,78.07891068
72.7,72.7,77.9718729
72.6,72.6,77.86506752
72.5,72.5,77.75849383
72.4,72.4,77.65215116
72.3,72.3,77.54603882
72.2,72.2,77.44015613
72.1,72.1,77.3345024
72.0,72.0,77.22907697
71.9,71.9,77.12387915
71.8,71.8,77.01890827
71.7,71.7,76.91416366
71.6,71.6,76.80964466
71.5,71.5,76.7053506
71.4,71.4,76.60128082
71.3,71.3,76.49743466
71.2,71.2,76.39381146
71.1,71.1,76.29041056
71.0,71.0,76.18723132
70.9,70.9,76.08427309
70.8,70.8,75.98153521
70.7,70.7,75.87901704
70.6,70.6,75.77671794
70.5,70.5,75.67463727
70.4,70.4,75.57277439
70.3,70.3,75.47112866
70.2,70.2,75.36969946
70.1,70.1,75.26848614
70.0,70.0,75.16748809
69.9,69.9,75.06670467
69.8,69.8,74.96613527
69.7,69.7,74.86577925
69.6,69.6,74.765636
69.5,69.5,74.66570491
69.4,69.4,74.56598535
69.3,69.3,74.46647673
69.2,69.2,74.36717841
69.1,69.1,74.26808981
69.0,69.0,74.1692103
68.9,68.9,74.07053929
68.8,68.8,73.97207618
68.7,68.7,73.87382037
68.6,68.6,73.77577126
68.6,68.6,73.67792825
68.5,68.5,73.58029075
68.4,68.4,73.48285818
68.3,68.3,73.38562994
68.2,68.2,73.28860544
68.1,68.1,73.19178411
68.0,68.0,73.09516537
67.9,67.9,72.99874862
67.8,67.8,72.9025333
67.7,67.7,72.80651882
67.6,67.6,72.71070462
67.5,67.5,72.61509012
67.4,67.4,72.51967476
67.3,67.3,72.42445796
67.3,67.3,72.32943916
67.2,67.2,72.2346178
67.1,67.1,72.13999332
67.0,67.0,72.04556515
66.9,66.9,71.95133275
66.8,66.8,71.85729555
66.7,66.7,71.763453
66.6,66.6,71.66980455
66.5,66.5,71.57634965
66.4,66.4,71.48308776
66.4,66.4,71.39001832
66.3,66.3,71.2971408
66.2,66.2,71.20445465
66.1,66.1,71.11195934
66.0,66.0,71.01965432
65.9,65.9,70.92753907
65.8,65.8,70.83561304
65.7,65.7,70.74387571
65.6,65.6,70.65232655
65.6,65.6,70.56096502
65.5,65.5,70.4697906
65.4,65.4,70.37880278
65.3,65.3,70.28800101
65.2,65.2,70.1973848
65.1,65.1,70.1069536
65.0,65.0,70.01670692
64.9,64.9,69.92664423
64.9,64.9,69.83676502
64.8,64.8,69.74706878
64.7,64.7,69.657555
64.6,64.6,69.56822318
64.5,64.5,69.4790728
64.4,64.4,69.39010336
64.3,64.3,69.30131436
64.3,64.3,69.2127053
64.2,64.2,69.12427568
64.1,64.1,69.036025
64.0,64.0,68.94795277
63.9,63.9,68.8600585
63.8,63.8,68.77234168
63.8,63.8,68.68480184
63.7,63.7,68.59743848
63.6,63.6,68.51025112
63.5,63.5,68.42323927
63.4,63.4,68.33640244
63.3,63.3,68.24974017
63.3,63.3,68.16325196
63.2,63.2,68.07693734
63.1,63.1,67.99079583
63.0,63.0,67.90482695
62.9,62.9,67.81903024
62.8,62.8,67.73340523
62.8,62.8,67.64795143
62.7,62.7,67.56266838
62.6,62.6,67.47755563
62.5,62.5,67.39261269
62.4,62.4,67.30783911
62.4,62.4,67.22323443
62.3,62.3,67.13879818
62.2,62.2,67.05452991
62.1,62.1,66.97042916
62.0,62.0,66.88649547
61.9,61.9,66.80272839
61.9,61.9,66.71912747
61.8,61.8,66.63569226
61.7,61.7,66.5524223
61.6,61.6,66.46931715
61.5,61.5,66.38637637
61.5,61.5,66.3035995
61.4,61.4,66.22098611
61.3,61.3,66.13853575
61.2,61.2,66.05624799
61.2,61.2,65.97412238
61.1,61.1,65.89215848
61.0,61.0,65.81035587
60.9,60.9,65.72871411
60.8,60.8,65.64723276
60.8,60.8,65.56591139
60.7,60.7,65.48474958
60.6,60.6,65.4037469
60.5,60.5,65.32290291
60.5,60.5,65.2422172
60.4,60.4,65.16168933
60.3,60.3,65.0813189
60.2,60.2,65.00110547
60.1,60.1,64.92104862
60.1,60.1,64.84114795
60.0,60.0,64.76140302
59.9,59.9,64.68181344
59.8,59.8,64.60237877
59.8,59.8,64.52309861
59.7,59.7,64.44397255
59.6,59.6,64.36500018
59.5,59.5,64.2861811
59.5,59.5,64.20751488
59.4,59.4,64.12900113
59.3,59.3,64.05063944
59.2,59.2,63.97242942
59.2,59.2,63.89437065
59.1,59.1,63.81646275
59.0,59.0,63.7387053
58.9,58.9,63.66109791
58.9,58.9,63.58364019
58.8,58.8,63.50633174
58.7,58.7,63.42917217
58.6,58.6,63.35216108
58.6,58.6,63.27529809
58.5,58.5,63.1985828
58.4,58.4,63.12201483
58.3,58.3,63.04559379
58.3,58.3,62.96931929
58.2,58.2,62.89319095
58.1,58.1,62.81720839
58.1,58.1,62.74137122
58.0,58.0,62.66567907
57.9,57.9,62.59013154
57.8,57.8,62.51472828
57.8,57.8,62.43946889
57.7,57.7,62.36435301
57.6,57.6,62.28938026
57.5,57.5,62.21455026
57.5,57.5,62.13986264
57.4,57.4,62.06531704
57.3,57.3,61.99091309
57.3,57.3,61.91665041
57.2,57.2,61.84252864
57.1,57.1,61.76854741
57.1,57.1,61.69470636
57.0,57.0,61.62100512
56.9,56.9,61.54744334
56.8,56.8,61.47402065
56.8,56.8,61.40073669
56.7,56.7,61.32759111
56.6,56.6,61.25458354
56.6,56.6,61.18171363
56.5,56.5,61.10898103
56.4,56.4,61.03638537
56.3,56.3,60.96392632
56.3,56.3,60.89160351
56.2,56.2,60.81941659
56.1,56.1,60.74736522
56.1,56.1,60.67544905
56.0,56.0,60.60366773
55.9,55.9,60.53202092
55.9,55.9,60.46050827
55.8,55.8,60.38912943
55.7,55.7,60.31788407
55.7,55.7,60.24677184
55.6,55.6,60.1757924
55.5,55.5,60.10494541
55.5,55.5,60.03423054
55.4,55.4,59.96364745
55.3,55.3,59.8931958
55.3,55.3,59.82287525
55.2,55.2,59.75268548
55.1,55.1,59.68262615
55.1,55.1,59.61269693
55.0,55.0,59.54289748
54.9,54.9,59.47322749
54.9,54.9,59.40368661
54.8,54.8,59.33427453
54.7,54.7,59.26499091
54.7,54.7,59.19583543
54.6,54.6,59.12680777
54.5,54.5,59.05790761
54.5,54.5,58.98913461
54.4,54.4,58.92048847
54.3,54.3,58.85196886
54.3,54.3,58.78357545
54.2,54.2,58.71530794
54.1,54.1,58.64716601
54.1,54.1,58.57914933
54.0,54.0,58.5112576
53.9,53.9,58.44349051
53.9,53.9,58.37584773
53.8,53.8,58.30832895
53.7,53.7,58.24093387
53.7,53.7,58.17366218
53.6,53.6,58.10651356
53.5,53.5,58.0394877
53.5,53.5,57.97258431
53.4,53.4,57.90580308
53.4,53.4,57.83914369
53.3,53.3,57.77260584
53.2,53.2,57.70618924
53.2,53.2,57.63989358
53.1,53.1,57.57371856
53.0,53.0,57.50766388
53.0,53.0,57.44172923
52.9,52.9,57.37591432
52.9,52.9,57.31021886
52.8,52.8,57.24464254
52.7,52.7,57.17918507
52.7,52.7,57.11384616
52.6,52.6,57.04862551
52.5,52.5,56.98352283
52.5,52.5,56.91853783
52.4,52.4,56.85367021
52.4,52.4,56.78891969
52.3,52.3,56.72428598
52.2,52.2,56.65976878
52.2,52.2,56.59536782
52.1,52.1,56.5310828
52.0,52.0,56.46691343
52.0,52.0,56.40285945
51.9,51.9,56.33892055
51.9,51.9,56.27509646
51.8,51.8,56.2113869
51.7,51.7,56.14779158
51.7,51.7,56.08431022
51.6,51.6,56.02094255
51.6,51.6,55.95768829
51.5,51.5,55.89454715
51.4,51.4,55.83151887
51.4,51.4,55.76860316
51.3,51.3,55.70579975
51.3,51.3,55.64310837
51.2,51.2,55.58052874
51.1,51.1,55.51806059
51.1,51.1,55.45570365
51.0,51.0,55.39345765
51.0,51.0,55.33132231
50.9,50.9,55.26929738
50.8,50.8,55.20738257
50.8,50.8,55.14557763
50.7,50.7,55.08388228
50.7,50.7,55.02229626
50.6,50.6,54.96081931
50.5,50.5,54.89945116
50.5,50.5,54.83819154
50.4,50.4,54.7770402
50.4,50.4,54.71599688
50.3,50.3,54.6550613
50.3,50.3,54.59423322
50.2,50.2,54.53351236
50.1,50.1,54.47289848
50.1,50.1,54.41239132
50.0,50.0,54.35199062
50.0,50.0,54.29169611
49.9,49.9,54.23150756
49.9,49.9,54.17142469
49.8,49.8,54.11144727
49.7,49.7,54.05157502
49.7,49.7,53.99180772
49.6,49.6,53.93214509
49.6,49.6,53.87258689
49.5,49.5,53.81313287
49.5,49.5,53.75378279
49.4,49.4,53.69453638
49.3,49.3,53.63539341
49.3,49.3,53.57635363
49.2,49.2,53.51741678
49.2,49.2,53.45858264
49.1,49.1,53.39985094
49.1,49.1,53.34122145
49.0,49.0,53.28269392
48.9,48.9,53.22426811
48.9,48.9,53.16594378
48.8,48.8,53.10772069
48.8,48.8,53.0495986
48.7,48.7,52.99157726
48.7,48.7,52.93365644
48.6,48.6,52.8758359
48.6,48.6,52.81811541
48.5,48.5,52.76049471
48.4,48.4,52.70297359
48.4,48.4,52.6455518
48.3,48.3,52.58822912
48.3,48.3,52.53100529
48.2,48.2,52.4738801
48.2,48.2,52.41685331
48.1,48.1,52.35992469
48.1,48.1,52.303094
48.0,48.0,52.24636102
48.0,48.0,52.18972551
47.9,47.9,52.13318725
47.9,47.9,52.07674601
47.8,47.8,52.02040156
47.7,47.7,51.96415368
47.7,47.7,51.90800213
47.6,47.6,51.85194669
47.6,47.6,51.79598714
47.5,47.5,51.74012325
47.5,47.5,51.68435479
47.4,47.4,51.62868156
47.4,47.4,51.57310331
47.3,47.3,51.51761984
47.3,47.3,51.46223091
47.2,47.2,51.40693632
47.2,47.2,51.35173583
47.1,47.1,51.29662924
47.1,47.1,51.24161632
47.0,47.0,51.18669685
46.9,46.9,51.13187061
46.9,46.9,51.0771374
46.8,46.8,51.02249699
46.8,46.8,50.96794917
46.7,46.7,50.91349373
46.7,46.7,50.85913044
46.6,46.6,50.8048591
46.6,46.6,50.7506795
46.5,46.5,50.69659142
46.5,46.5,50.64259464
46.4,46.4,50.58868897
46.4,46.4,50.53487419
46.3,46.3,50.48115008
46.3,46.3,50.42751645
46.2,46.2,50.37397308
46.2,46.2,50.32051976
46.1,46.1,50.26715629
46.1,46.1,50.21388246
46.0,46.0,50.16069806
46.0,46.0,50.10760289
45.9,45.9,50.05459675
45.9,45.9,50.00167943
45.8,45.8,49.94885072
45.8,45.8,49.89611042
45.7,45.7,49.84345834
45.7,45.7,49.79089426
45.6,45.6,49.73841799
45.6,45.6,49.68602933
45.5,45.5,49.63372808
45.5,45.5,49.58151403
45.4,45.4,49.52938699
45.4,45.4,49.47734676
45.3,45.3,49.42539314
45.3,45.3,49.37352594
45.2,45.2,49.32174495
45.2,45.2,49.27004999
45.1,45.1,49.21844085
45.1,45.1,49.16691735
45.0,45.0,49.11547928
45.0,45.0,49.06412646
44.9,44.9,49.01285868
44.9,44.9,48.96167576
44.8,44.8,48.91057751
44.8,44.8,48.85956373
44.7,44.7,48.80863423
44.7,44.7,48.75778883
44.6,44.6,48.70702732
44.6,44.6,48.65634953
44.5,44.5,48.60575527
44.5,44.5,48.55524433
44.4,44.4,48.50481655
44.4,44.4,48.45447172
44.3,44.3,48.40420967
44.3,44.3,48.35403021
44.3,44.3,48.30393314
44.2,44.2,48.2539183
44.2,44.2,48.20398548
44.1,44.1,48.15413452
44.1,44.1,48.10436521
44.0,44.0,48.05467739
44.0,44.0,48.00507087
43.9,43.9,47.95554546
43.9,43.9,47.90610099
43.8,43.8,47.85673727
43.8,43.8,47.80745412
43.7,43.7,47.75825137
43.7,43.7,47.70912883
43.6,43.6,47.66008633
43.6,43.6,47.61112369
43.5,43.5,47.56224072
43.5,43.5,47.51343725
43.5,43.5,47.46471311
43.4,43.4,47.41606812
43.4,43.4,47.3675021
43.3,43.3,47.31901488
43.3,43.3,47.27060628
43.2,43.2,47.22227612
43.2,43.2,47.17402424
43.1,43.1,47.12585046
43.1,43.1,47.07775461
43.0,43.0,47.02973651
43.0,43.0,46.981796
42.9,42.9,46.93393289
42.9,42.9,46.88614703
42.9,42.9,46.83843823
42.8,42.8,46.79080634
42.8,42.8,46.74325117
42.7,42.7,46.69577256
42.7,42.7,46.64837035
42.6,42.6,46.60104436
42.6,42.6,46.55379443
42.5,42.5,46.50662038
42.5,42.5,46.45952206
42.5,42.5,46.4124993
42.4,42.4,46.36555192
42.4,42.4,46.31867977
42.3,42.3,46.27188268
42.3,42.3,46.22516048
42.2,42.2,46.17851301
42.2,42.2,46.13194012
42.1,42.1,46.08544162
42.1,42.1,46.03901737
42.1,42.1,45.9926672
42.0,42.0,45.94639095
42.0,42.0,45.90018845
41.9,41.9,45.85405955
41.9,41.9,45.80800408
41.8,41.8,45.76202189
41.8,41.8,45.71611282
41.7,41.7,45.6702767
41.7,41.7,45.62451338
41.7,41.7,45.57882271
41.6,41.6,45.53320451
41.6,41.6,45.48765864
41.5,41.5,45.44218493
41.5,41.5,45.39678324
41.4,41.4,45.35145341
41.4,41.4,45.30619527
41.4,41.4,45.26100868
41.3,41.3,45.21589348
41.3,41.3,45.17084951
41.2,41.2,45.12587663
41.2,41.2,45.08097467
41.1,41.1,45.03614349
41.1,41.1,44.99138293
41.1,41.1,44.94669284
41.0,41.0,44.90207308
41.0,41.0,44.85752347
40.9,40.9,44.81304389
40.9,40.9,44.76863417
40.8,40.8,44.72429416
40.8,40.8,44.68002372
40.8,40.8,44.6358227
40.7,40.7,44.59169095
40.7,40.7,44.54762831
40.6,40.6,44.50363465
40.6,40.6,44.4597098
40.6,40.6,44.41585364
40.5,40.5,44.372066
40.5,40.5,44.32834674
40.4,40.4,44.28469573
40.4,40.4,44.2411128
40.3,40.3,44.19759781
40.3,40.3,44.15415063
40.3,40.3,44.1107711
40.2,40.2,44.06745909
40.2,40.2,44.02421444
40.1,40.1,43.98103701
40.1,40.1,43.93792667
40.1,40.1,43.89488327
40.0,40.0,43.85190666
40.0,40.0,43.80899671
39.9,39.9,43.76615327
39.9,39.9,43.7233762
39.9,39.9,43.68066537
39.8,39.8,43.63802062
39.8,39.8,43.59544183
39.7,39.7,43.55292885
39.7,39.7,43.51048154
39.7,39.7,43.46809977
39.6,39.6,43.42578339
39.6,39.6,43.38353226
39.5,39.5,43.34134626
39.5,39.5,43.29922524
39.5,39.5,43.25716906
39.4,39.4,43.2151776
39.4,39.4,43.1732507
39.3,39.3,43.13138824
39.3,39.3,43.08959008
39.3,39.3,43.04785609
39.2,39.2,43.00618613
39.2,39.2,42.96458007
39.1,39.1,42.92303777
39.1,39.1,42.8815591
39.1,39.1,42.84014392
39.0,39.0,42.7987921
39.0,39.0,42.75750352
38.9,38.9,42.71627803
38.9,38.9,42.67511551
38.9,38.9,42.63401582
38.8,38.8,42.59297884
38.8,38.8,42.55200443
38.7,38.7,42.51109246
38.7,38.7,42.4702428
38.7,38.7,42.42945532
38.6,38.6,42.38872989
38.6,38.6,42.34806639
38.5,38.5,42.30746468
38.5,38.5,42.26692463
38.5,38.5,42.22644612
38.4,38.4,42.18602903
38.4,38.4,42.14567321
38.4,38.4,42.10537855
38.3,38.3,42.06514491
38.3,38.3,42.02497218
38.2,38.2,41.98486022
38.2,38.2,41.94480891
38.2,38.2,41.90481813
38.1,38.1,41.86488774
38.1,38.1,41.82501763
38.1,38.1,41.78520767
38.0,38.0,41.74545774
38.0,38.0,41.7057677
37.9,37.9,41.66613744
37.9,37.9,41.62656684
37.9,37.9,41.58705577
37.8,37.8,41.54760411
37.8,37.8,41.50821174
37.8,37.8,41.46887853
37.7,37.7,41.42960437
37.7,37.7,41.39038912
37.6,37.6,41.35123268
37.6,37.6,41.31213492
37.6,37.6,41.27309573
37.5,37.5,41.23411497
37.5,37.5,41.19519253
37.5,37.5,41.15632829
37.4,37.4,41.11752214
37.4,37.4,41.07877395
37.3,37.3,41.0400836
37.3,37.3,41.00145098
37.3,37.3,40.96287597
37.2,37.2,40.92435845
37.2,37.2,40.88589831
37.2,37.2,40.84749542
37.1,37.1,40.80914967
37.1,37.1,40.77086095
37.1,37.1,40.73262914
37.0,37.0,40.69445411
37.0,37.0,40.65633577
36.9,36.9,40.61827399
36.9,36.9,40.58026865
36.9,36.9,40.54231965
36.8,36.8,40.50442686
36.8,36.8,40.46659018
36.8,36.8,40.42880949
36.7,36.7,40.39108468
36.7,36.7,40.35341563
36.7,36.7,40.31580223
36.6,36.6,40.27824438
36.6,36.6,40.24074194
36.6,36.6,40.20329483
36.5,36.5,40.16590291
36.5,36.5,40.12856609
36.4,36.4,40.09128425
36.4,36.4,40.05405728
36.4,36.4,40.01688507
36.3,36.3,39.97976751
36.3,36.3,39.94270448
36.3,36.3,39.90569589
36.2,36.2,39.86874162
36.2,36.2,39.83184155
36.2,36.2,39.79499559
36.1,36.1,39.75820363
36.1,36.1,39.72146555
36.1,36.1,39.68478124
36.0,36.0,39.64815061
36.0,36.0,39.61157354
36.0,36.0,39.57504992
35.9,35.9,39.53857966
35.9,35.9,39.50216263
35.9,35.9,39.46579874
35.8,35.8,39.42948788
35.8,35.8,39.39322994
35.8,35.8,39.35702482
35.7,35.7,39.32087241
35.7,35.7,39.28477261
35.6,35.6,39.24872532
35.6,35.6,39.21273042
35.6,35.6,39.17678781
35.5,35.5,39.1408974
35.5,35.5,39.10505907
35.5,35.5,39.06927272
35.4,35.4,39.03353826
35.4,35.4,38.99785557
35.4,35.4,38.96222456
35.3,35.3,38.92664511
35.3,35.3,38.89111714
35.3,35.3,38.85564054
35.2,35.2,38.8202152
35.2,35.2,38.78484103
35.2,35.2,38.74951792
35.1,35.1,38.71424577
35.1,35.1,38.67902448
35.1,35.1,38.64385396
35.0,35.0,38.6087341
35.0,35.0,38.5736648
35.0,35.0,38.53864596
34.9,34.9,38.50367749
34.9,34.9,38.46875928
34.9,34.9,38.43389123
34.8,34.8,38.39907326
34.8,34.8,38.36430525
34.8,34.8,38.3295871
34.7,34.7,38.29491874
34.7,34.7,38.26030004
34.7,34.7,38.22573092
34.6,34.6,38.19121129
34.6,34.6,38.15674103
34.6,34.6,38.12232006
34.6,34.6,38.08794828
34.5,34.5,38.0536256
34.5,34.5,38.01935191
34.5,34.5,37.98512712
34.4,34.4,37.95095115
34.4,34.4,37.91682388
34.4,34.4,37.88274523
34.3,34.3,37.8487151
34.3,34.3,37.81473339
34.3,34.3,37.78080002
34.2,34.2,37.74691489
34.2,34.2,37.7130779
34.2,34.2,37.67928897
34.1,34.1,37.64554799
34.1,34.1,37.61185487
34.1,34.1,37.57820953
34.0,34.0,37.54461187
34.0,34.0,37.51106179
34.0,34.0,37.47755921
33.9,33.9,37.44410403
33.9,33.9,37.41069616
33.9,33.9,37.37733551
33.8,33.8,37.34402199
33.8,33.8,37.3107555
33.8,33.8,37.27753596
33.8,33.8,37.24436327
33.7,33.7,37.21123735
33.7,33.7,37.17815811
33.7,33.7,37.14512544
33.6,33.6,37.11213928
33.6,33.6,37.07919951
33.6,33.6,37.04630607
33.5,33.5,37.01345885
33.5,33.5,36.98065776
33.5,33.5,36.94790273
33.4,33.4,36.91519366
33.4,33.4,36.88253046
33.4,33.4,36.84991304
33.3,33.3,36.81734132
33.3,33.3,36.78481521
33.3,33.3,36.75233462
33.3,33.3,36.71989947
33.2,33.2,36.68750966
33.2,33.2,36.65516511
33.2,33.2,36.62286574
33.1,33.1,36.59061146
33.1,33.1,36.55840217
33.1,33.1,36.52623781
33.0,33.0,36.49411827
33.0,33.0,36.46204348
33.0,33.0,36.43001334
33.0,33.0,36.39802778
32.9,32.9,36.36608671
32.9,32.9,36.33419005
32.9,32.9,36.3023377
32.8,32.8,36.27052959
32.8,32.8,36.23876563
32.8,32.8,36.20704574
32.7,32.7,36.17536983
32.7,32.7,36.14373783
32.7,32.7,36.11214964
32.7,32.7,36.08060519
32.6,32.6,36.04910439
32.6,32.6,36.01764715
32.6,32.6,35.98623341
32.5,32.5,35.95486306
32.5,32.5,35.92353604
32.5,32.5,35.89225226
32.4,32.4,35.86101164
32.4,32.4,35.8298141
32.4,32.4,35.79865955
32.4,32.4,35.76754792
32.3,32.3,35.73647912
32.3,32.3,35.70545307
32.3,32.3,35.6744697
32.2,32.2,35.64352891
32.2,32.2,35.61263064
32.2,32.2,35.58177481
32.2,32.2,35.55096132
32.1,32.1,35.52019011
32.1,32.1,35.48946109
32.1,32.1,35.45877419
32.0,32.0,35.42812932
32.0,32.0,35.39752641
32.0,32.0,35.36696538
32.0,32.0,35.33644615
31.9,31.9,35.30596864
31.9,31.9,35.27553277
31.9,31.9,35.24513846
31.8,31.8,35.21478565
31.8,31.8,35.18447425
31.8,31.8,35.15420417
31.8,31.8,35.12397536
31.7,31.7,35.09378772
31.7,31.7,35.06364119
31.7,31.7,35.03353568
31.6,31.6,35.00347112
31.6,31.6,34.97344743
31.6,31.6,34.94346454
31.6,31.6,34.91352238
31.5,31.5,34.88362085
31.5,31.5,34.8537599
31.5,31.5,34.82393944
31.4,31.4,34.7941594
31.4,31.4,34.76441971
31.4,31.4,34.73472029
31.4,31.4,34.70506106
31.3,31.3,34.67544195
31.3,31.3,34.64586289
31.3,31.3,34.6163238
31.2,31.2,34.58682461
31.2,31.2,34.55736524
31.2,31.2,34.52794562
31.2,31.2,34.49856569
31.1,31.1,34.46922535
31.1,31.1,34.43992455
31.1,31.1,34.41066321
31.1,31.1,34.38144125
31.0,31.0,34.35225861
31.0,31.0,34.3231152
31.0,31.0,34.29401097
30.9,30.9,34.26494583
30.9,30.9,34.23591972
30.9,30.9,34.20693256
30.9,30.9,34.17798428
30.8,30.8,34.14907481
30.8,30.8,34.12020408
30.8,30.8,34.09137202
30.7,30.7,34.06257855
30.7,30.7,34.03382361
30.7,30.7,34.00510713
30.7,30.7,33.97642904
30.6,30.6,33.94778925
30.6,30.6,33.91918772
30.6,30.6,33.89062436
30.6,30.6,33.8620991
30.5,30.5,33.83361188
30.5,30.5,33.80516263
30.5,30.5,33.77675127
30.5,30.5,33.74837775
30.4,30.4,33.72004198
30.4,30.4,33.6917439
30.4,30.4,33.66348345
30.3,30.3,33.63526054
30.3,30.3,33.60707513
30.3,30.3,33.57892713
30.3,30.3,33.55081648
30.2,30.2,33.52274311
30.2,30.2,33.49470695
30.2,30.2,33.46670794
30.2,30.2,33.43874601
30.1,30.1,33.4108211
30.1,30.1,33.38293312
30.1,30.1,33.35508203
30.1,30.1,33.32726774
30.0,30.0,33.2994902
30.0,30.0,33.27174934
30.0,30.0,33.24404509
30.0,30.0,33.21637738
29.9,29.9,33.18874615
29.9,29.9,33.16115134
29.9,29.9,33.13359288
29.8,29.8,33.1060707
29.8,29.8,33.07858473
29.8,29.8,33.05113492
29.8,29.8,33.0237212
29.7,29.7,32.99634349
29.7,29.7,32.96900175
29.7,29.7,32.94169589
29.7,29.7,32.91442587
29.6,29.6,32.88719161
29.6,29.6,32.85999305
29.6,29.6,32.83283012
29.6,29.6,32.80570277
29.5,29.5,32.77861092
29.5,29.5,32.75155452
29.5,29.5,32.7245335
29.5,29.5,32.69754779
29.4,29.4,32.67059734
29.4,29.4,32.64368209
29.4,29.4,32.61680196
29.4,29.4,32.5899569
29.3,29.3,32.56314684
29.3,29.3,32.53637172
29.3,29.3,32.50963148
29.3,29.3,32.48292605
29.2,29.2,32.45625538
29.2,29.2,32.4296194
29.2,29.2,32.40301806
29.2,29.2,32.37645128
29.1,29.1,32.34991901
29.1,29.1,32.32342118
29.1,29.1,32.29695774
29.1,29.1,32.27052863
29.0,29.0,32.24413377
29.0,29.0,32.21777312
29.0,29.0,32.19144661
29.0,29.0,32.16515418
28.9,28.9,32.13889578
28.9,28.9,32.11267133
28.9,28.9,32.08648078
28.9,28.9,32.06032408
28.8,28.8,32.03420115
28.8,28.8,32.00811195
28.8,28.8,31.9820564
28.8,28.8,31.95603446
28.7,28.7,31.93004606
28.7,28.7,31.90409114
28.7,28.7,31.87816965
28.7,28.7,31.85228153
28.6,28.6,31.82642671
28.6,28.6,31.80060513
28.6,28.6,31.77481675
28.6,28.6,31.7490615
28.5,28.5,31.72333932
